kp0_x,kp0_y,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,kp9_x,kp9_y,kp10_x,kp10_y,kp11_x,kp11_y,kp12_x,kp12_y,kp13_x,kp13_y,kp14_x,kp14_y,kp15_x,kp15_y,kp16_x,kp16_y,kp17_x,kp17_y,kp18_x,kp18_y,kp19_x,kp19_y,kp20_x,kp20_y
196.82041864222467,119.86214133647826,169.15399235145813,69.68223217171592,122.86905107513286,45.23842554734589,77.96280866291308,44.550519851922324,51.08678595448568,57.70777840385908,133.2268620455847,69.83889946953177,57.47491565648351,64.04447243767038,13.940804090631431,56.81306612831751,-13.045637207742935,54.78278267655474,134.55118512526266,110.43489829345182,67.83444723178276,125.26071897750064,43.673714668535204,110.31458955316813,47.54606771157078,97.31467775819574,133.63314534220646,143.18045149457825,63.47903695606655,159.01155179846893,27.21068972885106,141.06532434437275,17.307702934777236,123.70221761859369,129.51237048154542,161.8315047537428,72.45614041819384,170.11648074694412,45.63373595683614,155.22773217830522,36.87059379911288,138.09373968191343
197.30958344273145,119.30556096615061,168.85496499701628,69.31496028121792,123.44798102556183,44.241199608148186,79.03455588726789,43.857748895172556,51.572379674929344,55.83072916362312,134.1945419754271,67.81466828018773,58.19916606274144,62.06656729883931,14.192264717909387,55.43777760761197,-11.972215901355133,53.43061638066713,135.1606636718669,108.54400177686854,66.7573371090777,122.88792713649168,41.572527880291915,108.31696407349426,46.00443222525537,94.95386834277377,133.81035260013113,141.73066853320498,62.88954970158581,157.9425340245632,25.80814757678561,140.72760052113148,15.719126621925641,123.08486670801491,129.69288833917508,160.84727655487427,72.09341522296856,169.5944429017323,44.20405977457383,155.3504360564673,35.142543775146706,138.638338335277
196.83249602453427,119.6763275540422,167.98975285293778,69.76722749140855,123.1786878519816,42.92315596020001,79.70158731489143,42.842133762979174,53.37910850603206,57.23939536034275,133.80943672466546,65.71727653819381,58.35693814448349,60.462944664895964,14.545009316109605,55.47360674679145,-11.74520327940345,55.07766613466627,135.4190263016682,106.62008581624593,68.22498242453506,120.37545959712621,40.70207898483463,108.67274012629181,43.62121927500838,97.76950780211159,134.8181569023075,140.49404039682494,64.4060793430519,154.541886589389,26.188976902180052,139.8741010853928,15.890323677312669,124.43697625526039,130.8841594021851,160.2767639400398,72.05702272237075,168.1633118415825,42.59158299747237,155.13383420653142,33.22419768597078,139.3434588885779
197.41171174749263,120.52131008878683,166.6547424855435,69.41936831472357,120.1010685681356,42.99455880494579,77.06868770132012,45.73901004203954,52.17952548047685,61.51291976349051,130.3476030954683,62.79746525697764,56.983811739073644,59.65887710668127,14.79332619446465,56.651099160327895,-11.361812933290883,57.354988933268366,135.09077882691747,105.10680277731267,68.53052147970186,122.19677203659059,39.23449949967198,112.88186419612907,38.73022759990244,103.15037502527166,136.28737034648094,140.01974600076113,65.63995577129633,153.70823259834322,26.630991916300157,140.59069049641033,14.49442591754706,126.09718955402305,133.08884492749712,161.04847333969494,74.0766463610671,167.4918641203905,42.988334409096865,155.01302457472823,30.096422367822612,139.76316139990854
197.17471151040914,121.296528509267,166.21214319895057,69.23306931406597,120.05348756044084,43.72834794243686,77.68400906317844,46.015776348948,52.048147605894805,60.22219832828133,129.74621941010713,62.86176387978371,57.04038224251396,59.873102589346836,14.13676427904978,57.43378779094759,-13.206495402203007,58.98925233728352,135.45293031051787,104.7007042729751,70.72840743430095,120.34471522029287,40.4257274147147,109.45453768387834,38.45812888785119,98.67042747952598,136.72041780260227,139.9759014507761,65.60050320832367,152.89233034874286,25.50409696751565,139.17519811598953,12.924668874108994,123.54662423448397,133.08202937063854,161.41087601488016,73.12344249875218,167.42359119122355,40.94263524851108,155.1766972420647,27.110089875108425,139.47046454694876
197.01935800901225,117.9504465598119,165.95396751388236,67.74224070322855,119.34558543266405,41.009674367614984,76.54959727216222,43.74647375571879,50.75375907082489,60.26556886354402,127.30221388139384,61.28061167648375,55.964639380491946,59.04044894981886,14.168580972440466,58.42247050241138,-13.014726405805625,61.22072926111958,133.89220670843375,102.91795735776581,69.47272239790827,119.10054506798151,39.897721270305205,110.75811187414992,36.00925867994997,101.75939351023686,136.34983329466687,138.0097263913549,66.83894013644499,150.57008221662298,27.743865385931556,138.486381652777,13.45938404610058,124.51325358103436,134.12687052264653,160.06860812522385,75.56140870945235,165.46373656960515,44.41474528716719,154.59540822496936,29.60241766291286,140.63636709680472
196.79954958162872,117.5977357831752,165.6804599904926,66.80829077361837,118.39189525632658,40.21226800015298,75.527040613499,42.98209567600524,49.82334987408779,58.78766400869454,126.43119440947544,58.91911181531999,55.76758000664618,57.91481752853674,14.202930006305367,57.66041655285362,-13.359917134984018,60.453476973709186,133.5512418945865,100.04760337724703,70.70163505881403,117.14059095449976,39.94733747617775,109.82674071255761,34.6923018017361,101.34908935179035,136.37780582746322,135.27455434840533,67.47047053867331,148.95442055970094,27.309072234051367,137.95333665467797,11.892836468903855,124.41026520291074,134.23746812519693,158.0903133268201,75.76978722505818,163.67538056498347,44.25474048480802,153.01285596535578,28.933426479751397,138.93289894495896
196.72567438148977,118.84971742130904,165.23555767998025,68.94490712323508,119.19283176939717,43.36533118556854,76.94643260540752,43.81042963071712,50.86522778118485,57.17126433983516,125.09702920856725,60.15177998709881,55.02049824193009,57.95683260819084,13.4294136702484,57.77678523797917,-13.685228674961813,60.79443522414346,132.1276855945312,101.06766746399605,69.09964836930094,119.0490138448138,40.3387467348172,111.99717061316348,37.36064182986164,103.90908728643363,135.29361418418333,136.44904468883666,67.57533762345588,151.01815587323068,28.43774388926375,140.02691777708276,14.414534093169092,126.66312016216368,133.86732075416333,159.5883233148582,76.39256753811698,165.61853024121035,45.18273201416373,154.97378524937744,30.770484041669082,141.1184085824591
196.23232926396543,118.32661207626874,164.55920452077277,67.9194104712251,117.71247249152798,42.295796073208344,75.71053858478788,44.376735654410616,50.32529683663452,60.18511053801156,124.86301283621282,59.31165782431832,55.05496844494873,58.45488804375763,13.742276413725898,58.49764319143187,-13.381584264914615,61.42993915001945,132.75634944744107,100.32070743598504,68.36486683004927,119.20059555151848,37.222889005539365,112.42290325576946,31.833184517880326,104.42957473152748,136.1314751151532,135.84430527863347,66.39328975964659,149.8139882849198,26.68747389012623,138.96616638409512,11.6349600685592,125.71416597952133,134.67317618496224,159.5590242061205,76.02472689278962,165.2441646226188,43.79550807760739,154.98613693505553,27.85234305818537,141.36087264082292
199.1597628429266,118.9843024807149,167.5397841227243,69.40568035357437,121.25746712421233,43.37772160358941,78.72765783429108,43.060787966429146,51.666177739066455,56.66298320986374,125.28090437024741,60.48519206305995,54.86615910085562,57.65998027707413,13.819360921346188,57.419589305671984,-12.335312919963702,60.61517727836803,132.24291265768952,101.1732163179934,64.16971329461276,120.3739954072057,32.92701248570245,114.36559670616415,27.650707157996447,107.11990824174107,135.8220871517289,136.27935628356795,65.17738154505693,152.1364993634629,27.73239542990518,141.2197689852771,15.345726707127932,127.9123715248213,135.38614880079152,160.07462305203344,76.90244736361512,165.8426289701963,45.7207645275158,155.45937195074671,31.489703433143852,141.20025554647884
